age,animal.id,MouseID,Sex,Genotype,values,assay,experiment.date
68,22545,8564,F,fl/fl; +/+,18400,Body Weight,2019-07-09
68,22545,8564,F,fl/fl; +/+,2030,Total Fat Mass,2019-07-09
68,22545,8564,F,fl/fl; +/+,14720,Lean Mass,2019-07-09
75,22545,8564,F,fl/fl; +/+,19000,Body Weight,2019-07-16
75,22545,8564,F,fl/fl; +/+,2060,Total Fat Mass,2019-07-16
75,22545,8564,F,fl/fl; +/+,15140,Lean Mass,2019-07-16
82,22545,8564,F,fl/fl; +/+,19400,Body Weight,2019-07-23
82,22545,8564,F,fl/fl; +/+,2040,Total Fat Mass,2019-07-23
82,22545,8564,F,fl/fl; +/+,15710,Lean Mass,2019-07-23
89,22545,8564,F,fl/fl; +/+,18500,Body Weight,2019-07-30
89,22545,8564,F,fl/fl; +/+,1820,Total Fat Mass,2019-07-30
89,22545,8564,F,fl/fl; +/+,14690,Lean Mass,2019-07-30
68,22546,8565,F,fl/fl; +/+,17100,Body Weight,2019-07-09
68,22546,8565,F,fl/fl; +/+,1850,Total Fat Mass,2019-07-09
68,22546,8565,F,fl/fl; +/+,13660,Lean Mass,2019-07-09
75,22546,8565,F,fl/fl; +/+,17600,Body Weight,2019-07-16
75,22546,8565,F,fl/fl; +/+,2320,Total Fat Mass,2019-07-16
75,22546,8565,F,fl/fl; +/+,13490,Lean Mass,2019-07-16
82,22546,8565,F,fl/fl; +/+,17800,Body Weight,2019-07-23
82,22546,8565,F,fl/fl; +/+,2640,Total Fat Mass,2019-07-23
82,22546,8565,F,fl/fl; +/+,13430,Lean Mass,2019-07-23
89,22546,8565,F,fl/fl; +/+,17300,Body Weight,2019-07-30
89,22546,8565,F,fl/fl; +/+,2550,Total Fat Mass,2019-07-30
89,22546,8565,F,fl/fl; +/+,13060,Lean Mass,2019-07-30
96,22546,8565,F,fl/fl; +/+,19000,Body Weight,2019-08-06
96,22546,8565,F,fl/fl; +/+,4480,Total Fat Mass,2019-08-06
96,22546,8565,F,fl/fl; +/+,13250,Lean Mass,2019-08-06
103,22546,8565,F,fl/fl; +/+,19500,Body Weight,2019-08-13
103,22546,8565,F,fl/fl; +/+,5160,Total Fat Mass,2019-08-13
103,22546,8565,F,fl/fl; +/+,13050,Lean Mass,2019-08-13
109,22546,8565,F,fl/fl; +/+,19700,Body Weight,2019-08-19
109,22546,8565,F,fl/fl; +/+,5220,Total Fat Mass,2019-08-19
109,22546,8565,F,fl/fl; +/+,12460,Lean Mass,2019-08-19
69,22547,8566,F,fl/fl; +/+,18600,Body Weight,2019-07-09
69,22547,8566,F,fl/fl; +/+,2440,Total Fat Mass,2019-07-09
69,22547,8566,F,fl/fl; +/+,14530,Lean Mass,2019-07-09
76,22547,8566,F,fl/fl; +/+,19000,Body Weight,2019-07-16
76,22547,8566,F,fl/fl; +/+,2400,Total Fat Mass,2019-07-16
76,22547,8566,F,fl/fl; +/+,14900,Lean Mass,2019-07-16
83,22547,8566,F,fl/fl; +/+,19900,Body Weight,2019-07-23
83,22547,8566,F,fl/fl; +/+,2740,Total Fat Mass,2019-07-23
83,22547,8566,F,fl/fl; +/+,15410,Lean Mass,2019-07-23
90,22547,8566,F,fl/fl; +/+,19500,Body Weight,2019-07-30
90,22547,8566,F,fl/fl; +/+,3080,Total Fat Mass,2019-07-30
90,22547,8566,F,fl/fl; +/+,14550,Lean Mass,2019-07-30
97,22547,8566,F,fl/fl; +/+,20300,Body Weight,2019-08-06
97,22547,8566,F,fl/fl; +/+,3970,Total Fat Mass,2019-08-06
97,22547,8566,F,fl/fl; +/+,14720,Lean Mass,2019-08-06
104,22547,8566,F,fl/fl; +/+,21000,Body Weight,2019-08-13
104,22547,8566,F,fl/fl; +/+,4540,Total Fat Mass,2019-08-13
104,22547,8566,F,fl/fl; +/+,15070,Lean Mass,2019-08-13
110,22547,8566,F,fl/fl; +/+,21400,Body Weight,2019-08-19
110,22547,8566,F,fl/fl; +/+,3970,Total Fat Mass,2019-08-19
110,22547,8566,F,fl/fl; +/+,15580,Lean Mass,2019-08-19
69,22656,8708,M,fl/fl; +/+,24000,Body Weight,2019-07-30
69,22656,8708,M,fl/fl; +/+,1690,Total Fat Mass,2019-07-30
69,22656,8708,M,fl/fl; +/+,20480,Lean Mass,2019-07-30
76,22656,8708,M,fl/fl; +/+,24400,Body Weight,2019-08-06
76,22656,8708,M,fl/fl; +/+,1700,Total Fat Mass,2019-08-06
76,22656,8708,M,fl/fl; +/+,20760,Lean Mass,2019-08-06
97,22656,8708,M,fl/fl; +/+,25100,Body Weight,2019-08-27
97,22656,8708,M,fl/fl; +/+,2310,Total Fat Mass,2019-08-27
97,22656,8708,M,fl/fl; +/+,20610,Lean Mass,2019-08-27
83,22656,8708,M,fl/fl; +/+,24800,Body Weight,2019-08-13
83,22656,8708,M,fl/fl; +/+,1830,Total Fat Mass,2019-08-13
83,22656,8708,M,fl/fl; +/+,21270,Lean Mass,2019-08-13
89,22656,8708,M,fl/fl; +/+,24600,Body Weight,2019-08-19
89,22656,8708,M,fl/fl; +/+,1660,Total Fat Mass,2019-08-19
89,22656,8708,M,fl/fl; +/+,20750,Lean Mass,2019-08-19
104,22656,8708,M,fl/fl; +/+,2710,Total Fat Mass,2019-09-03
104,22656,8708,M,fl/fl; +/+,20200,Lean Mass,2019-09-03
104,22656,8708,M,fl/fl; +/+,25300,Body Weight,2019-09-03
110,22656,8708,M,fl/fl; +/+,25600,Body Weight,2019-09-09
110,22656,8708,M,fl/fl; +/+,2690,Total Fat Mass,2019-09-09
110,22656,8708,M,fl/fl; +/+,20690,Lean Mass,2019-09-09
69,22657,8710,M,fl/fl; +/+,22700,Body Weight,2019-07-30
69,22657,8710,M,fl/fl; +/+,1750,Total Fat Mass,2019-07-30
69,22657,8710,M,fl/fl; +/+,19370,Lean Mass,2019-07-30
76,22657,8710,M,fl/fl; +/+,22900,Body Weight,2019-08-06
76,22657,8710,M,fl/fl; +/+,1580,Total Fat Mass,2019-08-06
76,22657,8710,M,fl/fl; +/+,19460,Lean Mass,2019-08-06
97,22657,8710,M,fl/fl; +/+,23500,Body Weight,2019-08-27
97,22657,8710,M,fl/fl; +/+,2120,Total Fat Mass,2019-08-27
97,22657,8710,M,fl/fl; +/+,19470,Lean Mass,2019-08-27
83,22657,8710,M,fl/fl; +/+,23600,Body Weight,2019-08-13
83,22657,8710,M,fl/fl; +/+,1770,Total Fat Mass,2019-08-13
83,22657,8710,M,fl/fl; +/+,20110,Lean Mass,2019-08-13
89,22657,8710,M,fl/fl; +/+,23400,Body Weight,2019-08-19
89,22657,8710,M,fl/fl; +/+,1820,Total Fat Mass,2019-08-19
89,22657,8710,M,fl/fl; +/+,19320,Lean Mass,2019-08-19
104,22657,8710,M,fl/fl; +/+,2690,Total Fat Mass,2019-09-03
104,22657,8710,M,fl/fl; +/+,20200,Lean Mass,2019-09-03
104,22657,8710,M,fl/fl; +/+,24400,Body Weight,2019-09-03
110,22657,8710,M,fl/fl; +/+,24500,Body Weight,2019-09-09
110,22657,8710,M,fl/fl; +/+,2600,Total Fat Mass,2019-09-09
110,22657,8710,M,fl/fl; +/+,19610,Lean Mass,2019-09-09
69,22658,8709,M,fl/fl; +/+,24300,Body Weight,2019-07-30
69,22658,8709,M,fl/fl; +/+,2140,Total Fat Mass,2019-07-30
69,22658,8709,M,fl/fl; +/+,20640,Lean Mass,2019-07-30
76,22658,8709,M,fl/fl; +/+,25200,Body Weight,2019-08-06
76,22658,8709,M,fl/fl; +/+,2480,Total Fat Mass,2019-08-06
76,22658,8709,M,fl/fl; +/+,20870,Lean Mass,2019-08-06
97,22658,8709,M,fl/fl; +/+,27200,Body Weight,2019-08-27
97,22658,8709,M,fl/fl; +/+,4430,Total Fat Mass,2019-08-27
97,22658,8709,M,fl/fl; +/+,20880,Lean Mass,2019-08-27
83,22658,8709,M,fl/fl; +/+,25300,Body Weight,2019-08-13
83,22658,8709,M,fl/fl; +/+,2250,Total Fat Mass,2019-08-13
83,22658,8709,M,fl/fl; +/+,21280,Lean Mass,2019-08-13
89,22658,8709,M,fl/fl; +/+,26100,Body Weight,2019-08-19
89,22658,8709,M,fl/fl; +/+,3180,Total Fat Mass,2019-08-19
89,22658,8709,M,fl/fl; +/+,20660,Lean Mass,2019-08-19
104,22658,8709,M,fl/fl; +/+,20170,Lean Mass,2019-09-03
104,22658,8709,M,fl/fl; +/+,28100,Body Weight,2019-09-03
104,22658,8709,M,fl/fl; +/+,5680,Total Fat Mass,2019-09-03
110,22658,8709,M,fl/fl; +/+,28200,Body Weight,2019-09-09
110,22658,8709,M,fl/fl; +/+,5800,Total Fat Mass,2019-09-09
110,22658,8709,M,fl/fl; +/+,20080,Lean Mass,2019-09-09
69,22659,8711,M,fl/fl; +/+,23600,Body Weight,2019-07-30
69,22659,8711,M,fl/fl; +/+,1570,Total Fat Mass,2019-07-30
69,22659,8711,M,fl/fl; +/+,20340,Lean Mass,2019-07-30
76,22659,8711,M,fl/fl; +/+,24100,Body Weight,2019-08-06
76,22659,8711,M,fl/fl; +/+,1770,Total Fat Mass,2019-08-06
76,22659,8711,M,fl/fl; +/+,20230,Lean Mass,2019-08-06
97,22659,8711,M,fl/fl; +/+,24200,Body Weight,2019-08-27
97,22659,8711,M,fl/fl; +/+,2500,Total Fat Mass,2019-08-27
97,22659,8711,M,fl/fl; +/+,20190,Lean Mass,2019-08-27
83,22659,8711,M,fl/fl; +/+,23600,Body Weight,2019-08-13
83,22659,8711,M,fl/fl; +/+,1310,Total Fat Mass,2019-08-13
83,22659,8711,M,fl/fl; +/+,20540,Lean Mass,2019-08-13
89,22659,8711,M,fl/fl; +/+,23400,Body Weight,2019-08-19
89,22659,8711,M,fl/fl; +/+,1510,Total Fat Mass,2019-08-19
89,22659,8711,M,fl/fl; +/+,19860,Lean Mass,2019-08-19
104,22659,8711,M,fl/fl; +/+,2640,Total Fat Mass,2019-09-03
104,22659,8711,M,fl/fl; +/+,20310,Lean Mass,2019-09-03
104,22659,8711,M,fl/fl; +/+,25000,Body Weight,2019-09-03
110,22659,8711,M,fl/fl; +/+,25400,Body Weight,2019-09-09
110,22659,8711,M,fl/fl; +/+,3050,Total Fat Mass,2019-09-09
110,22659,8711,M,fl/fl; +/+,20060,Lean Mass,2019-09-09
69,22660,8712,M,fl/fl; +/+,22900,Body Weight,2019-07-30
69,22660,8712,M,fl/fl; +/+,1560,Total Fat Mass,2019-07-30
69,22660,8712,M,fl/fl; +/+,19520,Lean Mass,2019-07-30
76,22660,8712,M,fl/fl; +/+,23400,Body Weight,2019-08-06
76,22660,8712,M,fl/fl; +/+,2060,Total Fat Mass,2019-08-06
76,22660,8712,M,fl/fl; +/+,19430,Lean Mass,2019-08-06
97,22660,8712,M,fl/fl; +/+,22800,Body Weight,2019-08-27
97,22660,8712,M,fl/fl; +/+,2140,Total Fat Mass,2019-08-27
97,22660,8712,M,fl/fl; +/+,18710,Lean Mass,2019-08-27
83,22660,8712,M,fl/fl; +/+,22800,Body Weight,2019-08-13
83,22660,8712,M,fl/fl; +/+,1870,Total Fat Mass,2019-08-13
83,22660,8712,M,fl/fl; +/+,19460,Lean Mass,2019-08-13
89,22660,8712,M,fl/fl; +/+,22600,Body Weight,2019-08-19
89,22660,8712,M,fl/fl; +/+,1560,Total Fat Mass,2019-08-19
89,22660,8712,M,fl/fl; +/+,18770,Lean Mass,2019-08-19
104,22660,8712,M,fl/fl; +/+,18720,Lean Mass,2019-09-03
104,22660,8712,M,fl/fl; +/+,23700,Body Weight,2019-09-03
104,22660,8712,M,fl/fl; +/+,2760,Total Fat Mass,2019-09-03
110,22660,8712,M,fl/fl; +/+,24300,Body Weight,2019-09-09
110,22660,8712,M,fl/fl; +/+,3060,Total Fat Mass,2019-09-09
110,22660,8712,M,fl/fl; +/+,18880,Lean Mass,2019-09-09
69,22661,8713,F,fl/fl; +/+,19100,Body Weight,2019-07-30
69,22661,8713,F,fl/fl; +/+,2320,Total Fat Mass,2019-07-30
69,22661,8713,F,fl/fl; +/+,14810,Lean Mass,2019-07-30
76,22661,8713,F,fl/fl; +/+,19400,Body Weight,2019-08-06
76,22661,8713,F,fl/fl; +/+,2250,Total Fat Mass,2019-08-06
76,22661,8713,F,fl/fl; +/+,15100,Lean Mass,2019-08-06
97,22661,8713,F,fl/fl; +/+,22200,Body Weight,2019-08-27
97,22661,8713,F,fl/fl; +/+,6080,Total Fat Mass,2019-08-27
97,22661,8713,F,fl/fl; +/+,14410,Lean Mass,2019-08-27
83,22661,8713,F,fl/fl; +/+,19300,Body Weight,2019-08-13
83,22661,8713,F,fl/fl; +/+,2360,Total Fat Mass,2019-08-13
83,22661,8713,F,fl/fl; +/+,15220,Lean Mass,2019-08-13
89,22661,8713,F,fl/fl; +/+,20600,Body Weight,2019-08-19
89,22661,8713,F,fl/fl; +/+,4070,Total Fat Mass,2019-08-19
89,22661,8713,F,fl/fl; +/+,14730,Lean Mass,2019-08-19
104,22661,8713,F,fl/fl; +/+,7370,Total Fat Mass,2019-09-03
104,22661,8713,F,fl/fl; +/+,14060,Lean Mass,2019-09-03
104,22661,8713,F,fl/fl; +/+,23300,Body Weight,2019-09-03
110,22661,8713,F,fl/fl; +/+,23400,Body Weight,2019-09-09
110,22661,8713,F,fl/fl; +/+,7610,Total Fat Mass,2019-09-09
110,22661,8713,F,fl/fl; +/+,13800,Lean Mass,2019-09-09
69,22662,8714,F,fl/fl; +/+,19100,Body Weight,2019-07-30
69,22662,8714,F,fl/fl; +/+,2400,Total Fat Mass,2019-07-30
69,22662,8714,F,fl/fl; +/+,17960,Lean Mass,2019-07-30
76,22662,8714,F,fl/fl; +/+,23900,Body Weight,2019-08-06
76,22662,8714,F,fl/fl; +/+,2670,Total Fat Mass,2019-08-06
76,22662,8714,F,fl/fl; +/+,18880,Lean Mass,2019-08-06
97,22662,8714,F,fl/fl; +/+,24100,Body Weight,2019-08-27
97,22662,8714,F,fl/fl; +/+,3730,Total Fat Mass,2019-08-27
97,22662,8714,F,fl/fl; +/+,17640,Lean Mass,2019-08-27
83,22662,8714,F,fl/fl; +/+,22900,Body Weight,2019-08-13
83,22662,8714,F,fl/fl; +/+,2250,Total Fat Mass,2019-08-13
83,22662,8714,F,fl/fl; +/+,18560,Lean Mass,2019-08-13
89,22662,8714,F,fl/fl; +/+,22400,Body Weight,2019-08-19
89,22662,8714,F,fl/fl; +/+,2690,Total Fat Mass,2019-08-19
89,22662,8714,F,fl/fl; +/+,17710,Lean Mass,2019-08-19
104,22662,8714,F,fl/fl; +/+,4510,Total Fat Mass,2019-09-03
104,22662,8714,F,fl/fl; +/+,17310,Lean Mass,2019-09-03
104,22662,8714,F,fl/fl; +/+,24100,Body Weight,2019-09-03
110,22662,8714,F,fl/fl; +/+,25100,Body Weight,2019-09-09
110,22662,8714,F,fl/fl; +/+,5190,Total Fat Mass,2019-09-09
110,22662,8714,F,fl/fl; +/+,17580,Lean Mass,2019-09-09
72,22663,8715,M,fl/fl; +/+,24500,Body Weight,2019-07-30
72,22663,8715,M,fl/fl; +/+,20550,Lean Mass,2019-07-30
72,22663,8715,M,fl/fl; +/+,1800,Total Fat Mass,2019-07-30
79,22663,8715,M,fl/fl; +/+,25500,Body Weight,2019-08-06
79,22663,8715,M,fl/fl; +/+,2430,Total Fat Mass,2019-08-06
79,22663,8715,M,fl/fl; +/+,21140,Lean Mass,2019-08-06
100,22663,8715,M,fl/fl; +/+,27000,Body Weight,2019-08-27
100,22663,8715,M,fl/fl; +/+,4440,Total Fat Mass,2019-08-27
100,22663,8715,M,fl/fl; +/+,20700,Lean Mass,2019-08-27
86,22663,8715,M,fl/fl; +/+,25000,Body Weight,2019-08-13
86,22663,8715,M,fl/fl; +/+,2280,Total Fat Mass,2019-08-13
86,22663,8715,M,fl/fl; +/+,21210,Lean Mass,2019-08-13
92,22663,8715,M,fl/fl; +/+,26000,Body Weight,2019-08-19
92,22663,8715,M,fl/fl; +/+,3150,Total Fat Mass,2019-08-19
92,22663,8715,M,fl/fl; +/+,20930,Lean Mass,2019-08-19
107,22663,8715,M,fl/fl; +/+,5790,Total Fat Mass,2019-09-03
107,22663,8715,M,fl/fl; +/+,20370,Lean Mass,2019-09-03
107,22663,8715,M,fl/fl; +/+,28300,Body Weight,2019-09-03
113,22663,8715,M,fl/fl; +/+,28400,Body Weight,2019-09-09
113,22663,8715,M,fl/fl; +/+,6120,Total Fat Mass,2019-09-09
113,22663,8715,M,fl/fl; +/+,20230,Lean Mass,2019-09-09
72,22664,8716,M,fl/fl; +/+,25000,Body Weight,2019-07-30
72,22664,8716,M,fl/fl; +/+,2150,Total Fat Mass,2019-07-30
72,22664,8716,M,fl/fl; +/+,20620,Lean Mass,2019-07-30
79,22664,8716,M,fl/fl; +/+,25100,Body Weight,2019-08-06
79,22664,8716,M,fl/fl; +/+,2410,Total Fat Mass,2019-08-06
79,22664,8716,M,fl/fl; +/+,20870,Lean Mass,2019-08-06
100,22664,8716,M,fl/fl; +/+,25100,Body Weight,2019-08-27
100,22664,8716,M,fl/fl; +/+,3410,Total Fat Mass,2019-08-27
100,22664,8716,M,fl/fl; +/+,19820,Lean Mass,2019-08-27
86,22664,8716,M,fl/fl; +/+,25100,Body Weight,2019-08-13
86,22664,8716,M,fl/fl; +/+,2360,Total Fat Mass,2019-08-13
86,22664,8716,M,fl/fl; +/+,20840,Lean Mass,2019-08-13
92,22664,8716,M,fl/fl; +/+,24600,Body Weight,2019-08-19
92,22664,8716,M,fl/fl; +/+,2450,Total Fat Mass,2019-08-19
92,22664,8716,M,fl/fl; +/+,20090,Lean Mass,2019-08-19
107,22664,8716,M,fl/fl; +/+,4230,Total Fat Mass,2019-09-03
107,22664,8716,M,fl/fl; +/+,19790,Lean Mass,2019-09-03
107,22664,8716,M,fl/fl; +/+,26200,Body Weight,2019-09-03
113,22664,8716,M,fl/fl; +/+,27300,Body Weight,2019-09-09
113,22664,8716,M,fl/fl; +/+,4590,Total Fat Mass,2019-09-09
113,22664,8716,M,fl/fl; +/+,20290,Lean Mass,2019-09-09
72,22665,8717,M,fl/fl; +/+,23300,Body Weight,2019-07-30
72,22665,8717,M,fl/fl; +/+,1610,Total Fat Mass,2019-07-30
72,22665,8717,M,fl/fl; +/+,19720,Lean Mass,2019-07-30
79,22665,8717,M,fl/fl; +/+,23700,Body Weight,2019-08-06
79,22665,8717,M,fl/fl; +/+,2050,Total Fat Mass,2019-08-06
79,22665,8717,M,fl/fl; +/+,19790,Lean Mass,2019-08-06
100,22665,8717,M,fl/fl; +/+,25500,Body Weight,2019-08-27
100,22665,8717,M,fl/fl; +/+,4600,Total Fat Mass,2019-08-27
100,22665,8717,M,fl/fl; +/+,18970,Lean Mass,2019-08-27
86,22665,8717,M,fl/fl; +/+,24000,Body Weight,2019-08-13
86,22665,8717,M,fl/fl; +/+,2230,Total Fat Mass,2019-08-13
86,22665,8717,M,fl/fl; +/+,19810,Lean Mass,2019-08-13
92,22665,8717,M,fl/fl; +/+,24100,Body Weight,2019-08-19
92,22665,8717,M,fl/fl; +/+,2960,Total Fat Mass,2019-08-19
92,22665,8717,M,fl/fl; +/+,19280,Lean Mass,2019-08-19
107,22665,8717,M,fl/fl; +/+,6070,Total Fat Mass,2019-09-03
107,22665,8717,M,fl/fl; +/+,19170,Lean Mass,2019-09-03
107,22665,8717,M,fl/fl; +/+,27300,Body Weight,2019-09-03
113,22665,8717,M,fl/fl; +/+,28200,Body Weight,2019-09-09
113,22665,8717,M,fl/fl; +/+,6520,Total Fat Mass,2019-09-09
113,22665,8717,M,fl/fl; +/+,19380,Lean Mass,2019-09-09
72,22666,8718,M,fl/fl; +/+,25500,Body Weight,2019-07-30
72,22666,8718,M,fl/fl; +/+,21600,Lean Mass,2019-07-30
72,22666,8718,M,fl/fl; +/+,2090,Total Fat Mass,2019-07-30
79,22666,8718,M,fl/fl; +/+,26100,Body Weight,2019-08-06
79,22666,8718,M,fl/fl; +/+,2500,Total Fat Mass,2019-08-06
79,22666,8718,M,fl/fl; +/+,21750,Lean Mass,2019-08-06
100,22666,8718,M,fl/fl; +/+,26700,Body Weight,2019-08-27
100,22666,8718,M,fl/fl; +/+,4130,Total Fat Mass,2019-08-27
100,22666,8718,M,fl/fl; +/+,20600,Lean Mass,2019-08-27
86,22666,8718,M,fl/fl; +/+,26200,Body Weight,2019-08-13
86,22666,8718,M,fl/fl; +/+,2460,Total Fat Mass,2019-08-13
86,22666,8718,M,fl/fl; +/+,22100,Lean Mass,2019-08-13
92,22666,8718,M,fl/fl; +/+,2640,Total Fat Mass,2019-08-19
92,22666,8718,M,fl/fl; +/+,20980,Lean Mass,2019-08-19
107,22666,8718,M,fl/fl; +/+,5100,Total Fat Mass,2019-09-03
107,22666,8718,M,fl/fl; +/+,20750,Lean Mass,2019-09-03
107,22666,8718,M,fl/fl; +/+,27900,Body Weight,2019-09-03
113,22666,8718,M,fl/fl; +/+,28400,Body Weight,2019-09-09
113,22666,8718,M,fl/fl; +/+,5210,Total Fat Mass,2019-09-09
113,22666,8718,M,fl/fl; +/+,20940,Lean Mass,2019-09-09
72,22667,8719,M,fl/fl; +/+,25100,Body Weight,2019-07-30
72,22667,8719,M,fl/fl; +/+,2220,Total Fat Mass,2019-07-30
72,22667,8719,M,fl/fl; +/+,20840,Lean Mass,2019-07-30
79,22667,8719,M,fl/fl; +/+,25400,Body Weight,2019-08-06
79,22667,8719,M,fl/fl; +/+,2710,Total Fat Mass,2019-08-06
79,22667,8719,M,fl/fl; +/+,20880,Lean Mass,2019-08-06
100,22667,8719,M,fl/fl; +/+,27100,Body Weight,2019-08-27
100,22667,8719,M,fl/fl; +/+,4490,Total Fat Mass,2019-08-27
100,22667,8719,M,fl/fl; +/+,20340,Lean Mass,2019-08-27
86,22667,8719,M,fl/fl; +/+,25600,Body Weight,2019-08-13
86,22667,8719,M,fl/fl; +/+,2330,Total Fat Mass,2019-08-13
86,22667,8719,M,fl/fl; +/+,21130,Lean Mass,2019-08-13
92,22667,8719,M,fl/fl; +/+,25700,Body Weight,2019-08-19
92,22667,8719,M,fl/fl; +/+,3020,Total Fat Mass,2019-08-19
92,22667,8719,M,fl/fl; +/+,20400,Lean Mass,2019-08-19
107,22667,8719,M,fl/fl; +/+,5260,Total Fat Mass,2019-09-03
107,22667,8719,M,fl/fl; +/+,20100,Lean Mass,2019-09-03
107,22667,8719,M,fl/fl; +/+,27600,Body Weight,2019-09-03
113,22667,8719,M,fl/fl; +/+,29800,Body Weight,2019-09-09
113,22667,8719,M,fl/fl; +/+,6630,Total Fat Mass,2019-09-09
113,22667,8719,M,fl/fl; +/+,20490,Lean Mass,2019-09-09
72,22668,8720,F,fl/fl; +/+,22500,Body Weight,2019-07-30
72,22668,8720,F,fl/fl; +/+,2310,Total Fat Mass,2019-07-30
72,22668,8720,F,fl/fl; +/+,18080,Lean Mass,2019-07-30
79,22668,8720,F,fl/fl; +/+,23100,Body Weight,2019-08-06
79,22668,8720,F,fl/fl; +/+,2520,Total Fat Mass,2019-08-06
79,22668,8720,F,fl/fl; +/+,18560,Lean Mass,2019-08-06
100,22668,8720,F,fl/fl; +/+,22900,Body Weight,2019-08-27
100,22668,8720,F,fl/fl; +/+,3400,Total Fat Mass,2019-08-27
100,22668,8720,F,fl/fl; +/+,17610,Lean Mass,2019-08-27
86,22668,8720,F,fl/fl; +/+,22500,Body Weight,2019-08-13
86,22668,8720,F,fl/fl; +/+,2520,Total Fat Mass,2019-08-13
86,22668,8720,F,fl/fl; +/+,18050,Lean Mass,2019-08-13
92,22668,8720,F,fl/fl; +/+,22700,Body Weight,2019-08-19
92,22668,8720,F,fl/fl; +/+,3130,Total Fat Mass,2019-08-19
92,22668,8720,F,fl/fl; +/+,17500,Lean Mass,2019-08-19
107,22668,8720,F,fl/fl; +/+,4150,Total Fat Mass,2019-09-03
107,22668,8720,F,fl/fl; +/+,18020,Lean Mass,2019-09-03
107,22668,8720,F,fl/fl; +/+,24500,Body Weight,2019-09-03
113,22668,8720,F,fl/fl; +/+,24000,Body Weight,2019-09-09
113,22668,8720,F,fl/fl; +/+,4430,Total Fat Mass,2019-09-09
113,22668,8720,F,fl/fl; +/+,17300,Lean Mass,2019-09-09
73,22797,8785,M,fl/fl; +/+,2140,Total Fat Mass,2019-08-06
73,22797,8785,M,fl/fl; +/+,19590,Lean Mass,2019-08-06
73,22797,8785,M,fl/fl; +/+,23400,Body Weight,2019-08-06
94,22797,8785,M,fl/fl; +/+,23100,Body Weight,2019-08-27
94,22797,8785,M,fl/fl; +/+,2280,Total Fat Mass,2019-08-27
94,22797,8785,M,fl/fl; +/+,18940,Lean Mass,2019-08-27
80,22797,8785,M,fl/fl; +/+,23200,Body Weight,2019-08-13
80,22797,8785,M,fl/fl; +/+,2190,Total Fat Mass,2019-08-13
80,22797,8785,M,fl/fl; +/+,19570,Lean Mass,2019-08-13
87,22797,8785,M,fl/fl; +/+,23900,Body Weight,2019-08-20
87,22797,8785,M,fl/fl; +/+,23900,Body Weight,2019-08-20
87,22797,8785,M,fl/fl; +/+,1940,Total Fat Mass,2019-08-20
87,22797,8785,M,fl/fl; +/+,19620,Lean Mass,2019-08-20
73,22798,8786,M,fl/fl; +/+,25300,Body Weight,2019-08-06
73,22798,8786,M,fl/fl; +/+,2130,Total Fat Mass,2019-08-06
73,22798,8786,M,fl/fl; +/+,21270,Lean Mass,2019-08-06
94,22798,8786,M,fl/fl; +/+,25400,Body Weight,2019-08-27
94,22798,8786,M,fl/fl; +/+,2430,Total Fat Mass,2019-08-27
94,22798,8786,M,fl/fl; +/+,21020,Lean Mass,2019-08-27
80,22798,8786,M,fl/fl; +/+,25800,Body Weight,2019-08-13
80,22798,8786,M,fl/fl; +/+,1750,Total Fat Mass,2019-08-13
80,22798,8786,M,fl/fl; +/+,22040,Lean Mass,2019-08-13
87,22798,8786,M,fl/fl; +/+,26400,Body Weight,2019-08-20
87,22798,8786,M,fl/fl; +/+,2130,Total Fat Mass,2019-08-20
87,22798,8786,M,fl/fl; +/+,21870,Lean Mass,2019-08-20
101,22798,8786,M,fl/fl; +/+,25600,Body Weight,2019-09-03
101,22798,8786,M,fl/fl; +/+,2950,Total Fat Mass,2019-09-03
101,22798,8786,M,fl/fl; +/+,20200,Lean Mass,2019-09-03
109,22798,8786,M,fl/fl; +/+,26300,Body Weight,2019-09-11
109,22798,8786,M,fl/fl; +/+,2940,Total Fat Mass,2019-09-11
109,22798,8786,M,fl/fl; +/+,20980,Lean Mass,2019-09-11
114,22798,8786,M,fl/fl; +/+,26700,Body Weight,2019-09-16
114,22798,8786,M,fl/fl; +/+,2240,Total Fat Mass,2019-09-16
114,22798,8786,M,fl/fl; +/+,21850,Lean Mass,2019-09-16
73,22799,8787,M,fl/fl; +/+,24200,Body Weight,2019-08-06
73,22799,8787,M,fl/fl; +/+,2050,Total Fat Mass,2019-08-06
73,22799,8787,M,fl/fl; +/+,20250,Lean Mass,2019-08-06
94,22799,8787,M,fl/fl; +/+,25200,Body Weight,2019-08-27
94,22799,8787,M,fl/fl; +/+,3000,Total Fat Mass,2019-08-27
94,22799,8787,M,fl/fl; +/+,20090,Lean Mass,2019-08-27
80,22799,8787,M,fl/fl; +/+,24600,Body Weight,2019-08-13
80,22799,8787,M,fl/fl; +/+,2120,Total Fat Mass,2019-08-13
80,22799,8787,M,fl/fl; +/+,20540,Lean Mass,2019-08-13
87,22799,8787,M,fl/fl; +/+,24800,Body Weight,2019-08-20
87,22799,8787,M,fl/fl; +/+,24800,Body Weight,2019-08-20
87,22799,8787,M,fl/fl; +/+,21100,Body Weight,2019-08-20
87,22799,8787,M,fl/fl; +/+,2100,Total Fat Mass,2019-08-20
87,22799,8787,M,fl/fl; +/+,20710,Lean Mass,2019-08-20
