,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,external_gene_name
18998,ENSMUSG00000076436,0.137043985,-0.050674394,2.314217222,-0.021896991,0.982530125,NA,Oxct2a
18999,ENSMUSG00000076437,38.97793957,-0.670910167,0.232964181,-2.879885499,0.003978196,0.018286485,Selenoh
19000,ENSMUSG00000076438,0,NA,NA,NA,NA,NA,Oxct2b
19001,ENSMUSG00000076439,0.172726604,-0.779611206,2.185274005,-0.356756729,0.721273933,NA,Mog
19002,ENSMUSG00000076441,17.85322794,0.146776891,0.289266477,0.50741065,0.611866714,0.760243844,Ass1
19003,ENSMUSG00000077450,488.2108625,0.123330147,0.154235796,0.799620776,0.423930547,0.607019397,Rab11b
19004,ENSMUSG00000078080,0,NA,NA,NA,NA,NA,Olfr585
19005,ENSMUSG00000078091,0.886999068,-0.021317528,0.930020432,-0.02292157,0.981712835,0.990515329,Gm10912
19006,ENSMUSG00000078116,0,NA,NA,NA,NA,NA,Olfr828
19007,ENSMUSG00000078117,0.21255166,-0.202535888,2.109187218,-0.096025562,0.923500271,NA,Gm16485
19008,ENSMUSG00000078118,0,NA,NA,NA,NA,NA,Olfr483
19009,ENSMUSG00000078127,0,NA,NA,NA,NA,NA,Fam170b
19010,ENSMUSG00000078129,0.050280079,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Actl10
19011,ENSMUSG00000078130,0,NA,NA,NA,NA,NA,Gm11555
19012,ENSMUSG00000078131,0,NA,NA,NA,NA,NA,Krtap1-3
19013,ENSMUSG00000078132,0,NA,NA,NA,NA,NA,Gm11939
19014,ENSMUSG00000078134,1.738086413,0.326122452,0.700225861,0.465738943,0.641402374,0.781451615,Gm12355
19015,ENSMUSG00000078137,0.166236765,0.697614213,2.540642152,0.274581846,0.783637515,NA,Ankrd63
19016,ENSMUSG00000078139,2.541231353,-0.264648129,0.614675551,-0.430549301,0.666796112,0.801262893,AK157302
19017,ENSMUSG00000078144,0.181591812,0.698602279,2.881146947,0.242473672,0.808413155,NA,Capns2
19018,ENSMUSG00000078153,1.10621432,0.029424423,0.865864714,0.033982703,0.972890944,0.986143463,Psme2b
19019,ENSMUSG00000078154,1.831879798,-0.277644943,0.742312722,-0.374026922,0.708384287,0.829119586,Gm12184
19020,ENSMUSG00000078157,10.97412975,-0.947538223,0.312366369,-3.033419461,0.002417992,0.012135978,4931440F15Rik
19021,ENSMUSG00000078160,0.161404697,-0.779611141,2.222089627,-0.350845948,0.725703924,NA,Gm16503
19022,ENSMUSG00000078161,0.53682583,-0.652098784,1.371150438,-0.475585148,0.634369958,NA,Erich3
19023,ENSMUSG00000078173,0,NA,NA,NA,NA,NA,Lenep
19024,ENSMUSG00000078179,0,NA,NA,NA,NA,NA,Rnf148
19025,ENSMUSG00000078184,0.193629818,-0.202535747,1.909284482,-0.106079397,0.915519357,NA,Rbm8a2
19026,ENSMUSG00000078185,2.661053918,-0.792056349,0.656608647,-1.206283762,0.227708096,0.401014809,Chml
19027,ENSMUSG00000078193,4.341432866,0.266917595,0.404270936,0.660244333,0.509097047,0.679614762,Gm2000
19028,ENSMUSG00000078197,0,NA,NA,NA,NA,NA,Gm17374
19029,ENSMUSG00000078198,0,NA,NA,NA,NA,NA,Olfr364-ps1
19030,ENSMUSG00000078201,5.938177739,-0.271996006,0.365312859,-0.744556342,0.456539969,0.634921798,Tmem203
19031,ENSMUSG00000078202,10.45363537,-0.697302452,0.45081513,-1.546759203,0.121921321,0.259411318,Nrarp
19032,ENSMUSG00000078206,0,NA,NA,NA,NA,NA,Fthl17d
19033,ENSMUSG00000078208,0,NA,NA,NA,NA,NA,Fthl17b
19034,ENSMUSG00000078213,0,NA,NA,NA,NA,NA,Btbd35f4
19035,ENSMUSG00000078218,0,NA,NA,NA,NA,NA,Btbd35f3
19036,ENSMUSG00000078234,5.080017962,-1.23962382,0.763368154,-1.623887259,0.104399872,0.232721268,Klhdc7a
19037,ENSMUSG00000078235,0.0260129,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Fam43b
19038,ENSMUSG00000078240,2.673304212,-1.320920082,0.710924566,-1.858031282,0.063164572,0.160977625,Gm3550
19039,ENSMUSG00000078249,4.46341171,0.067531164,0.792922114,0.085167462,0.932128258,0.965890654,Hmga1b
19040,ENSMUSG00000078252,0,NA,NA,NA,NA,NA,Krtap17-1
19041,ENSMUSG00000078253,0,NA,NA,NA,NA,NA,Krtap16-1
19042,ENSMUSG00000078254,0,NA,NA,NA,NA,NA,Krtap29-1
19043,ENSMUSG00000078255,0,NA,NA,NA,NA,NA,Krtap9-5
19044,ENSMUSG00000078256,0,NA,NA,NA,NA,NA,Gm11565
19045,ENSMUSG00000078257,0,NA,NA,NA,NA,NA,2300003K06Rik
19046,ENSMUSG00000078258,0,NA,NA,NA,NA,NA,Gm11564
19047,ENSMUSG00000078259,0,NA,NA,NA,NA,NA,Gm11554
19048,ENSMUSG00000078260,0,NA,NA,NA,NA,NA,Gm11569
19049,ENSMUSG00000078261,0,NA,NA,NA,NA,NA,Gm11596
19050,ENSMUSG00000078262,0,NA,NA,NA,NA,NA,Krtap4-9
19051,ENSMUSG00000078269,0,NA,NA,NA,NA,NA,Gm14180
19052,ENSMUSG00000078276,0,NA,NA,NA,NA,NA,Gm14190
19053,ENSMUSG00000078280,0,NA,NA,NA,NA,NA,Tas2r122
19054,ENSMUSG00000078302,0,NA,NA,NA,NA,NA,Foxd1
19055,ENSMUSG00000078307,1.484983259,-3.527910248,1.124902634,-3.136191651,0.001711573,0.009090511,AI593442
19056,ENSMUSG00000078315,0,NA,NA,NA,NA,NA,Fam47c
19057,ENSMUSG00000078317,6.725048696,-0.594962279,0.428082386,-1.389831254,0.164580125,0.320774518,F8a
19058,ENSMUSG00000078320,0,NA,NA,NA,NA,NA,Tex13c1
19059,ENSMUSG00000078324,0,NA,NA,NA,NA,NA,Btbd35f14
19060,ENSMUSG00000078346,0,NA,NA,NA,NA,NA,H2al1n
19061,ENSMUSG00000078348,74.35358175,-0.474501063,0.143918811,-3.297005163,0.000977217,0.005654593,Sf3b5
19062,ENSMUSG00000078349,18.62030478,-0.022401582,0.29744289,-0.075313894,0.939964967,0.970684888,AW011738
19063,ENSMUSG00000078350,16.8239773,1.26284499,0.245062693,5.153150711,2.56E-07,4.10E-06,Smim1
19064,ENSMUSG00000078354,0,NA,NA,NA,NA,NA,Ifna2
19065,ENSMUSG00000078355,0.05554496,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Ifna16
19066,ENSMUSG00000078365,0,NA,NA,NA,NA,NA,Mos
19067,ENSMUSG00000078380,1.011507369,-1.202462016,1.024907414,-1.17323965,0.240699716,0.416438141,Gm6096
19068,ENSMUSG00000078420,0,NA,NA,NA,NA,NA,Olfr141
19069,ENSMUSG00000078427,124.1464486,0.547639241,0.12586039,4.351164354,1.35E-05,0.000140745,Sarnp
19070,ENSMUSG00000078429,1041.007468,-0.290012413,0.151002156,-1.920584589,0.0547841,0.144733263,Ctdsp2
19071,ENSMUSG00000078435,1.421374285,0.970361186,0.828262316,1.171562642,0.241372694,0.417255248,AU041133
19072,ENSMUSG00000078439,2.063521349,0.074886407,0.585165055,0.127974846,0.89816888,0.948461332,Smim24
19073,ENSMUSG00000078440,61.71820822,-0.023403756,0.158930742,-0.147257579,0.882928714,0.939123686,Dohh
19074,ENSMUSG00000078442,0,NA,NA,NA,NA,NA,Ccdc105
19075,ENSMUSG00000078451,0.653987157,0.63273784,1.023137123,0.618429168,0.536292476,0.700571217,Ppil6
19076,ENSMUSG00000078452,0,NA,NA,NA,NA,NA,Raet1d
19077,ENSMUSG00000078453,4.221970757,1.126843267,0.379626924,2.968291222,0.002994605,0.014471462,Abracl
19078,ENSMUSG00000078481,0,NA,NA,NA,NA,NA,Gm10944
19079,ENSMUSG00000078485,4.68223731,-0.170557176,0.444404858,-0.383787829,0.701135709,0.824242209,Plekhn1
19080,ENSMUSG00000078486,914.8180613,-0.069282625,0.175052782,-0.395781342,0.692266342,0.81885857,Perm1
19081,ENSMUSG00000078487,0.07926381,-0.475887405,3.593738178,-0.132421279,0.894651085,NA,Ankrd65
19082,ENSMUSG00000078488,0,NA,NA,NA,NA,NA,Gm10945
19083,ENSMUSG00000078490,4.03126756,0.110926866,0.443339808,0.250207321,0.802427024,0.890887702,Cfap74
19084,ENSMUSG00000078491,0.086972955,1.003692695,3.695653002,0.271587374,0.785939309,NA,Gm13090
19085,ENSMUSG00000078495,4.345036239,0.072371435,0.462267577,0.156557455,0.875593635,0.93456083,Zfp984
19086,ENSMUSG00000078496,7.033411963,0.395804522,0.311651023,1.270024779,0.204075804,0.371278397,Zfp982
19087,ENSMUSG00000078497,0,NA,NA,NA,NA,NA,Zfp978
19088,ENSMUSG00000078498,0,NA,NA,NA,NA,NA,Zfp988
19089,ENSMUSG00000078500,0,NA,NA,NA,NA,NA,Zfp986
19090,ENSMUSG00000078502,1.398153299,2.477435952,0.725149595,3.416448094,0.000634438,0.00393846,Gm13212
19091,ENSMUSG00000078503,0.163006865,-0.050674805,2.549740042,-0.019874499,0.984143488,NA,Zfp990
19092,ENSMUSG00000078504,0,NA,NA,NA,NA,NA,Gm438
19093,ENSMUSG00000078505,0,NA,NA,NA,NA,NA,Gm436
19094,ENSMUSG00000078506,0,NA,NA,NA,NA,NA,Gm13124
19095,ENSMUSG00000078507,0,NA,NA,NA,NA,NA,Aadacl3
19096,ENSMUSG00000078508,0,NA,NA,NA,NA,NA,Gm13128
19097,ENSMUSG00000078509,0,NA,NA,NA,NA,NA,Pramef17
19098,ENSMUSG00000078510,0,NA,NA,NA,NA,NA,Gm13101
19099,ENSMUSG00000078511,0,NA,NA,NA,NA,NA,Pramef25
19100,ENSMUSG00000078512,0.037208365,0.404903003,3.697420426,0.109509592,0.912798314,NA,Pramef6
19101,ENSMUSG00000078513,0,NA,NA,NA,NA,NA,Gm13088
19102,ENSMUSG00000078515,176.2985127,0.094996442,0.23380339,0.406309085,0.684515511,0.813542973,Ddi2
19103,ENSMUSG00000078517,234.2285727,0.214916361,0.093869213,2.289529823,0.022048587,0.072193618,Emc1
19104,ENSMUSG00000078518,0,NA,NA,NA,NA,NA,Gm13030
19105,ENSMUSG00000078520,0.086830133,-0.475887429,3.497398201,-0.136068987,0.891766745,NA,Cela3a
19106,ENSMUSG00000078521,0.316628579,1.358826945,1.301398431,1.04412831,0.296426029,NA,Aunip
19107,ENSMUSG00000078532,83.36822784,0.691644418,0.186712482,3.704328762,0.000211951,0.001540045,Nkain1
19108,ENSMUSG00000078537,0,NA,NA,NA,NA,NA,B020031M17Rik
19109,ENSMUSG00000078546,1.755854131,-0.057902779,1.009781529,-0.057341888,0.954272853,0.977391135,Zfp995
19110,ENSMUSG00000078552,4.926663874,-1.578996985,0.546194791,-2.89090451,0.003841348,0.017754139,Dcdc2b
19111,ENSMUSG00000078554,0.148519895,1.933229802,2.544567186,0.759747989,0.447405238,NA,Fam229a
19112,ENSMUSG00000078566,1256.185148,0.508211167,0.128437513,3.956874859,7.59E-05,0.000627072,Bnip3
19113,ENSMUSG00000078570,21.51500653,1.250520492,0.303598833,4.118989786,3.81E-05,0.000347006,1110065P20Rik
19114,ENSMUSG00000078572,77.49540303,0.26667597,0.135003368,1.975328273,0.048230907,0.131687071,Ndufaf8
19115,ENSMUSG00000078575,0,NA,NA,NA,NA,NA,Gm12887
19116,ENSMUSG00000078576,0,NA,NA,NA,NA,NA,Gm12886
19117,ENSMUSG00000078577,0,NA,NA,NA,NA,NA,Tmco2
19118,ENSMUSG00000078578,1953.107852,-0.161782375,0.110166562,-1.468525212,0.141961613,0.289148071,Ube2d3
19119,ENSMUSG00000078580,13.56166011,-0.029948487,0.232522023,-0.128798496,0.897517095,0.947997122,E430018J23Rik
19120,ENSMUSG00000078584,244.0743059,-0.001329207,0.095375232,-0.013936608,0.988880556,0.994086853,AU022252
19121,ENSMUSG00000078588,0.694987962,0.699830717,1.316173326,0.531716228,0.59492255,0.747372561,Ccdc24
19122,ENSMUSG00000078590,0,NA,NA,NA,NA,NA,Gm10959
19123,ENSMUSG00000078591,0.2151522,1.352135962,1.836555091,0.736234904,0.461587754,NA,Hs3st4
19124,ENSMUSG00000078593,0,NA,NA,NA,NA,NA,1700042G07Rik
19125,ENSMUSG00000078597,0,NA,NA,NA,NA,NA,Cyp4a12b
19126,ENSMUSG00000078598,0.05554496,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Skint5
19127,ENSMUSG00000078599,3.243570793,-0.355644442,0.533108055,-0.667115116,0.504698605,0.675685467,Skint8
19128,ENSMUSG00000078604,0.073822721,-0.475887385,3.671246484,-0.129625561,0.896862679,NA,Gm10961
19129,ENSMUSG00000078605,0,NA,NA,NA,NA,NA,E030025P04Rik
19130,ENSMUSG00000078606,1.99175168,-2.671088687,1.028736398,-2.596475338,0.009418567,0.03688538,Gm4070
19131,ENSMUSG00000078607,4.831819342,-0.951972953,0.494458506,-1.925283803,0.054193863,0.143555903,1810010H24Rik
19132,ENSMUSG00000078611,0,NA,NA,NA,NA,NA,Gm5901
19133,ENSMUSG00000078612,2.049522063,1.627573589,0.773089681,2.105284325,0.035266566,0.104067196,Fyb2
19134,ENSMUSG00000078616,0.183899413,-0.779611264,2.1518579,-0.362296815,0.717130238,NA,Trim30c
19135,ENSMUSG00000078619,60.95836061,-0.246034945,0.156356502,-1.5735511,0.115591266,0.250008326,Smarcd2
19136,ENSMUSG00000078620,0,NA,NA,NA,NA,NA,Gm10964
19137,ENSMUSG00000078621,0,NA,NA,NA,NA,NA,Hbb-bh2
19138,ENSMUSG00000078622,180.8787195,-0.070692661,0.098634308,-0.716714722,0.47355014,0.650183727,Ccdc47
19139,ENSMUSG00000078624,4.699801844,-0.697050932,0.469009052,-1.486220637,0.137220771,0.281904043,Olfr613
19140,ENSMUSG00000078625,0,NA,NA,NA,NA,NA,Gm12789
19141,ENSMUSG00000078626,0,NA,NA,NA,NA,NA,Gm12790
19142,ENSMUSG00000078627,0,NA,NA,NA,NA,NA,10-Mar
19143,ENSMUSG00000078630,1.602431124,0.313753065,0.748974839,0.41891002,0.675281894,0.80722968,Tomt
19144,ENSMUSG00000078632,0,NA,NA,NA,NA,NA,Lrrc37a
19145,ENSMUSG00000078639,0,NA,NA,NA,NA,NA,Gm12695
19146,ENSMUSG00000078640,0.360708078,-0.081984814,1.64165252,-0.049940418,0.960169868,NA,Gm11627
19147,ENSMUSG00000078650,0,NA,NA,NA,NA,NA,G6pc
19148,ENSMUSG00000078651,2.708404193,0.319420366,0.489826973,0.652108568,0.514331137,0.683621069,Aoc2
19149,ENSMUSG00000078652,432.2114722,0.177231627,0.094975737,1.866072671,0.062031199,0.158904934,Psme3
19150,ENSMUSG00000078653,1.045795991,-0.063691049,0.90996377,-0.06999295,0.944199271,0.972163733,Cntd1
19151,ENSMUSG00000078655,0,NA,NA,NA,NA,NA,Gm10972
19152,ENSMUSG00000078656,4.975651339,0.150897004,0.422276897,0.357341367,0.720836265,0.837700217,Vps25
19153,ENSMUSG00000078657,0.036550054,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Crnn
19154,ENSMUSG00000078664,0,NA,NA,NA,NA,NA,Sprr2a1
19155,ENSMUSG00000078668,0,NA,NA,NA,NA,NA,Gm11595
19156,ENSMUSG00000078670,7.984216412,-1.468958309,0.448048329,-3.278571113,0.001043341,0.00599406,Fam174b
19157,ENSMUSG00000078671,217.3455446,-0.466222238,0.120881536,-3.85685235,0.000114856,0.000902964,Chd2
19158,ENSMUSG00000078672,0,NA,NA,NA,NA,NA,Mup20
19159,ENSMUSG00000078673,0,NA,NA,NA,NA,NA,Mup19
19160,ENSMUSG00000078674,0,NA,NA,NA,NA,NA,Mup18
19161,ENSMUSG00000078675,0.036550054,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Mup16
19162,ENSMUSG00000078676,180.6560645,-0.330807839,0.125247793,-2.641226885,0.008260638,0.033280936,Casc3
19163,ENSMUSG00000078677,0,NA,NA,NA,NA,NA,Gm10974
19164,ENSMUSG00000078680,0.092579638,-0.475887444,3.431603364,-0.13867787,0.889704706,NA,Mup10
19165,ENSMUSG00000078681,34.42520746,0.340324663,0.194598087,1.748859246,0.080315353,0.191800062,Tm2d3
19166,ENSMUSG00000078683,0,NA,NA,NA,NA,NA,Mup1
19167,ENSMUSG00000078686,0,NA,NA,NA,NA,NA,Mup9
19168,ENSMUSG00000078687,0,NA,NA,NA,NA,NA,Mup8
19169,ENSMUSG00000078688,0,NA,NA,NA,NA,NA,Mup2
19170,ENSMUSG00000078689,0,NA,NA,NA,NA,NA,Mup6
19171,ENSMUSG00000078695,204.5170665,-0.322418004,0.22995279,-1.402105201,0.160883834,0.316041294,Cisd3
19172,ENSMUSG00000078698,0,NA,NA,NA,NA,NA,Mrgpra3
19173,ENSMUSG00000078713,43.04000053,0.477741946,0.173247471,2.757569515,0.005823283,0.024890148,Tomm5
19174,ENSMUSG00000078716,86.19980904,0.13935501,0.237790819,0.586040332,0.557848412,0.718388903,Tmem8b
19175,ENSMUSG00000078719,0,NA,NA,NA,NA,NA,Msmp
19176,ENSMUSG00000078721,0.218390889,-0.932131061,1.858631489,-0.501514725,0.616008917,NA,Fam205a1
19177,ENSMUSG00000078722,0.13643399,-0.627748401,3.093175223,-0.202946279,0.839177022,NA,Gm12394
19178,ENSMUSG00000078735,0.042299559,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Il11ra2
19179,ENSMUSG00000078742,0,NA,NA,NA,NA,NA,Gm10985
19180,ENSMUSG00000078746,0,NA,NA,NA,NA,NA,Fam205a4
19181,ENSMUSG00000078747,0.204823382,0.514901985,1.882906593,0.273461247,0.784498678,NA,Gm20878
19182,ENSMUSG00000078752,0.041144711,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Scgb1b30
19183,ENSMUSG00000078753,0,NA,NA,NA,NA,NA,Scgb1b24
19184,ENSMUSG00000078754,0,NA,NA,NA,NA,NA,Scgb2b3
19185,ENSMUSG00000078757,0,NA,NA,NA,NA,NA,Scgb1b29
19186,ENSMUSG00000078759,0,NA,NA,NA,NA,NA,Scgb1b7
19187,ENSMUSG00000078762,3.528423156,-1.197402015,0.681076829,-1.758101238,0.078730285,0.188896728,Haus5
19188,ENSMUSG00000078763,0.548405336,0.429387766,1.231801809,0.348585107,0.72740081,NA,Slfn1
19189,ENSMUSG00000078765,59.35102481,-0.334792698,0.144396739,-2.318561347,0.020418833,0.068099088,U2af1l4
19190,ENSMUSG00000078768,11.90751408,-0.820236679,0.329244639,-2.491268134,0.012728802,0.046859203,Zfp566
19191,ENSMUSG00000078771,13.92365238,1.238184893,0.300902586,4.114902804,3.87E-05,0.000351881,Evi2a
19192,ENSMUSG00000078772,0.198928958,-0.930856346,1.897750581,-0.490505104,0.623776519,NA,Gm12353
19193,ENSMUSG00000078773,0.917436798,2.542632151,0.835858421,3.04194118,0.002350578,0.011871756,Rad54b
19194,ENSMUSG00000078776,0.763411562,1.280794935,0.913985935,1.401328933,0.161115733,0.316254501,9530053A07Rik
19195,ENSMUSG00000078779,9.603937783,-0.521191237,0.318950971,-1.634079482,0.102242162,0.22896981,Zfp59
19196,ENSMUSG00000078780,0.182117243,1.106041836,2.152236536,0.513903475,0.607319478,NA,Gm5150
19197,ENSMUSG00000078783,0,NA,NA,NA,NA,NA,Gm9733
19198,ENSMUSG00000078784,53.35337491,-0.006956717,0.211122917,-0.032951027,0.973713641,0.986394944,1810022K09Rik
19199,ENSMUSG00000078786,52.5141137,-0.25365349,0.156115579,-1.624780119,0.104209419,0.232480938,BC024978
19200,ENSMUSG00000078787,1.303400389,-0.1799871,0.819306986,-0.219682126,0.826118726,0.904870732,Cyp2t4
19201,ENSMUSG00000078789,22.74763897,0.126844582,0.214166316,0.59227139,0.553668871,0.715106885,Dph1
19202,ENSMUSG00000078793,0,NA,NA,NA,NA,NA,Gm5155
19203,ENSMUSG00000078794,18.73634066,0.437670931,0.211356637,2.070769751,0.038380318,0.110966323,Dact3
19204,ENSMUSG00000078795,0,NA,NA,NA,NA,NA,Ceacam15
19205,ENSMUSG00000078796,0.037208365,0.404903003,3.697420426,0.109509592,0.912798314,NA,Zfp541
19206,ENSMUSG00000078798,0,NA,NA,NA,NA,NA,Sult2a1
19207,ENSMUSG00000078799,0,NA,NA,NA,NA,NA,Sult2a5
19208,ENSMUSG00000078800,0,NA,NA,NA,NA,NA,Bsph2
19209,ENSMUSG00000078808,3.004747733,0.150013149,0.491810467,0.305022279,0.760349184,0.863919835,Vmn1r58
19210,ENSMUSG00000078810,0.123567065,-0.627748882,2.713213727,-0.231367281,0.817029482,NA,Gp6
19211,ENSMUSG00000078812,1527.908682,-0.016316727,0.123759473,-0.13184225,0.895109068,0.946354272,Eif5a
19212,ENSMUSG00000078813,130.2528626,0.496657891,0.13928004,3.565894221,0.000362618,0.002420854,Leng1
19213,ENSMUSG00000078815,1.984900317,0.040466793,0.619182766,0.065355168,0.947891219,0.973869807,Cacng6
19214,ENSMUSG00000078816,0,NA,NA,NA,NA,NA,Prkcg
19215,ENSMUSG00000078817,0,NA,NA,NA,NA,NA,Nlrp12
19216,ENSMUSG00000078840,0,NA,NA,NA,NA,NA,Gm10999
19217,ENSMUSG00000078851,6.762779607,-0.621556615,0.522283931,-1.190074168,0.234017242,0.409239229,Hist3h2a
19218,ENSMUSG00000078853,107.3273206,0.769776691,0.243481338,3.161542877,0.001569357,0.008436044,Igtp
19219,ENSMUSG00000078861,1.985642548,-0.392303848,0.703893744,-0.557333903,0.577299316,0.733714491,Zfp931
19220,ENSMUSG00000078862,18.35204077,-0.590797085,0.271946993,-2.172471475,0.029820119,0.091500015,Gm14326
19221,ENSMUSG00000078864,1.691257672,-1.869482367,0.938999717,-1.990929639,0.046488623,0.128467824,Gm14322
19222,ENSMUSG00000078865,0.185586131,1.100775418,2.462350422,0.447042552,0.654844336,NA,Gm14406
19223,ENSMUSG00000078866,84.12417923,-0.485964909,0.16082009,-3.021792294,0.002512829,0.0125337,Zfp970
19224,ENSMUSG00000078867,2.467843271,-0.780010105,0.617422359,-1.263333105,0.206469494,0.374328527,Gm14418
19225,ENSMUSG00000078868,1.880160703,-0.253365419,0.689147763,-0.367650354,0.713133963,0.832375919,Gm14412
19226,ENSMUSG00000078869,0,NA,NA,NA,NA,NA,Gm14409
19227,ENSMUSG00000078870,1.002343114,0.305631047,0.797991746,0.383000262,0.70171957,0.824463181,Gm14410
19228,ENSMUSG00000078872,0.392519412,-1.537055744,1.486011353,-1.034349934,0.300972601,NA,Gm14401
19229,ENSMUSG00000078875,0.339288498,-1.508423909,2.048548262,-0.73633799,0.461525032,NA,Gm14419
19230,ENSMUSG00000078876,0,NA,NA,NA,NA,NA,Gm14408
19231,ENSMUSG00000078877,6.923728282,-1.257757139,0.440849391,-2.85303136,0.004330435,0.019617125,Gm14295
19232,ENSMUSG00000078878,1.620746691,-1.379237629,0.892662471,-1.545083022,0.122326183,0.259919652,Gm14305
19233,ENSMUSG00000078879,1.007975596,-0.15730261,1.057474899,-0.148753043,0.881748504,0.938341404,Zfp973
19234,ENSMUSG00000078880,0,NA,NA,NA,NA,NA,Gm14308
19235,ENSMUSG00000078881,0,NA,NA,NA,NA,NA,Gm14434
19236,ENSMUSG00000078886,0.028750267,0.404903003,3.697420426,0.109509592,0.912798314,NA,Gm2026
19237,ENSMUSG00000078887,0,NA,NA,NA,NA,NA,Gm6710
19238,ENSMUSG00000078889,0.13281746,-0.627748944,2.661009368,-0.235906326,0.813505359,NA,Gm14288
19239,ENSMUSG00000078894,0.230605686,-0.202536102,2.380176365,-0.085092897,0.932187537,NA,2210418O10Rik
19240,ENSMUSG00000078895,0,NA,NA,NA,NA,NA,Gm11009
19241,ENSMUSG00000078896,0.071365798,0.253042876,3.697420426,0.06843768,0.945437228,NA,Zfp965
19242,ENSMUSG00000078897,0,NA,NA,NA,NA,NA,Gm4724
19243,ENSMUSG00000078898,0,NA,NA,NA,NA,NA,Zfp968
19244,ENSMUSG00000078899,71.27415174,-0.73391356,0.209983643,-3.495098708,0.000473886,0.003040186,Gm4631
19245,ENSMUSG00000078901,0.036550054,-0.324027251,3.697420426,-0.087636031,0.930165964,NA,Gm14440
19246,ENSMUSG00000078902,3.184898867,0.156796168,0.520789163,0.301074175,0.763357933,0.865559489,Gm14443
19247,ENSMUSG00000078903,9.550742894,-0.377136017,0.343312443,-1.098521259,0.27197694,0.452999681,Gm14391
19248,ENSMUSG00000078905,0.239301901,0.345017789,2.080261175,0.165853112,0.868272548,NA,Gm14393
19249,ENSMUSG00000078906,0.067743119,0.253042876,3.697420426,0.06843768,0.945437228,NA,Gm14444
19250,ENSMUSG00000078907,0.929688593,2.433313942,0.896217804,2.715092169,0.006625733,0.027799091,Fam186b
19251,ENSMUSG00000078908,43.31538572,0.127423591,0.163392807,0.779860471,0.435473008,0.617269223,Mon1b
19252,ENSMUSG00000078912,0,NA,NA,NA,NA,NA,Gm11011
19253,ENSMUSG00000078919,23.22961331,-0.232242526,0.25199897,-0.921601092,0.356736689,0.543002847,Dpm1
19254,ENSMUSG00000078920,8.077671871,-0.856258307,0.438621467,-1.952157774,0.050919476,0.136951684,Ifi47
19255,ENSMUSG00000078921,6.254267127,-0.963497213,0.44983388,-2.14189561,0.032201883,0.097216167,Tgtp2
19256,ENSMUSG00000078922,2.94602279,-0.617064606,0.683136293,-0.903281837,0.366376334,0.552247378,Tgtp1
19257,ENSMUSG00000078923,5.405807768,-0.658886745,0.422478891,-1.559573173,0.11886078,0.255150847,Ube2v1
19258,ENSMUSG00000078924,0,NA,NA,NA,NA,NA,Gm12169
19259,ENSMUSG00000078926,0,NA,NA,NA,NA,NA,Cdc20b
19260,ENSMUSG00000078931,11.14410429,-0.156935895,0.333943315,-0.469947706,0.638392379,0.77938586,Pdf
19261,ENSMUSG00000078932,1.541181045,2.575946394,0.706445177,3.646350033,0.000265992,0.001869139,CN725425
19262,ENSMUSG00000078934,0,NA,NA,NA,NA,NA,9230113P08Rik
19263,ENSMUSG00000078935,0,NA,NA,NA,NA,NA,1700025C18Rik
19264,ENSMUSG00000078937,49.25798108,0.100918696,0.291182059,0.346582809,0.728904763,0.843544838,Cpt1b
19265,ENSMUSG00000078938,0.103134994,0.796964698,3.350067933,0.237895086,0.811962467,NA,Syce3
19266,ENSMUSG00000078940,0,NA,NA,NA,NA,NA,Wfdc11
19267,ENSMUSG00000078941,12.64619516,-0.898502429,0.291073076,-3.086862045,0.002022815,0.010470128,Ak6
19268,ENSMUSG00000078942,0.925211622,0.613098257,0.863211451,0.710252693,0.47754745,0.653520627,Naip6
19269,ENSMUSG00000078945,3.063838403,0.246390889,0.523982724,0.470227124,0.638192758,0.779284928,Naip2
19270,ENSMUSG00000078949,0.220724638,2.026775561,2.002093567,1.012328092,0.311381207,NA,R3hdml
19271,ENSMUSG00000078953,0,NA,NA,NA,NA,NA,Gm11020
19272,ENSMUSG00000078954,0.618788498,-1.56293909,1.243564377,-1.256822018,0.208818091,0.377653548,Arhgap8
19273,ENSMUSG00000078958,0.037208365,0.404903003,3.697420426,0.109509592,0.912798314,NA,Atp6ap1l
19274,ENSMUSG00000078963,37.97121555,0.84714343,0.307158079,2.758004713,0.005815536,0.024863331,Hsbp1l1
19275,ENSMUSG00000078964,0.043486477,0.404903003,3.697420426,0.109509592,0.912798314,NA,Ces1b
19276,ENSMUSG00000078970,31.05824776,-0.119456121,0.18130265,-0.658876865,0.509974843,0.68030233,Wdr92
19277,ENSMUSG00000078972,0,NA,NA,NA,NA,NA,Gm15557
19278,ENSMUSG00000078974,10.25677398,-0.530355831,0.307487587,-1.724804034,0.084562795,0.199209408,Sec61g
